"URAU_CODE","year","pop","isol","prop_65p","popdens","ndvi","pm25","no2","imperv","tree","grass","water","woody","elevation","coast_dist","tmean","trange","prop_0004","prop_1014","prop_1519","prop_2024","prop_2529","prop_3034","prop_3539","prop_4044","prop_4549","prop_5054","prop_5559","prop_0509","prop_6064","prop_6569","prop_7074","prop_7579","prop_8084","prop_8599","lifexp_00","lifexp_05","lifexp_10","lifexp_15","lifexp_20","lifexp_25","lifexp_30","lifexp_35","lifexp_40","lifexp_45","lifexp_50","lifexp_55","lifexp_60","lifexp_65","lifexp_70","lifexp_75","lifexp_80","lifexp_85","gdp","educ","unempl","depriv","bedrates","deathrate_tot","deathrate_0004","deathrate_1014","deathrate_1519","deathrate_2024","deathrate_2529","deathrate_3034","deathrate_3539","deathrate_4044","deathrate_4549","deathrate_0509","deathrate_5054","deathrate_5559","deathrate_6064","deathrate_6569","deathrate_7074","deathrate_7579","deathrate_8084","deathrate_8599","isol2"
"NL019C",2009,148191,NA,0.152499139623864,NA,0.62352742436,15.6190500259399,12.9135093688965,NA,NA,NA,NA,NA,2,6.96119931335124,10.6371506849315,27.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,76.5,71.5,66.5,61.6,56.7,51.7,46.9,42,37.2,32.5,28,23.7,19.6,15.7,12.2,9,6.6,31729.0460370195,37.3,3.6,1.4,427.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL019C",2010,149579,45,0.152768771017322,NA,0.60484286335,15.2124071121216,12.2583589553833,NA,NA,NA,NA,NA,2,6.96119931335124,9.19498630136986,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3,76.6,71.7,66.7,61.7,56.8,51.9,47,42.2,37.4,32.7,28.2,23.8,19.7,15.8,12.2,9.1,6.6,31484.760754196,38.7,4.2,2.2,420.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL019C",2011,150670,44,0.152186898519944,NA,0.58577490117,15.6954851150513,18.1937294006348,NA,NA,NA,NA,NA,2,6.96119931335124,10.9172876712329,24.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,76.8,71.8,66.9,61.9,57,52.1,47.2,42.3,37.5,32.9,28.4,24,19.9,15.9,12.3,9.1,6.7,31384.760754196,38.6,4.4,3,404.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415126313915251
"NL019C",2012,151818,44,0.157412164565467,NA,0.61753909416,12.1062431335449,9.42251777648926,NA,NA,NA,NA,NA,2,6.96119931335124,10.307650273224,30.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2,76.6,71.6,66.6,61.7,56.8,51.9,47,42.1,37.3,32.6,28.1,23.7,19.5,15.6,12,8.8,6.3,30469.8079993097,38.5,4.9,3.1,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL019C",2013,153093,44,0.160849940885605,NA,0.6175470279,12.8266496658325,11.0160064697266,NA,NA,NA,NA,NA,2,6.96119931335124,9.86356164383562,28.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,76.8,71.8,66.9,61.9,57,52.1,47.2,42.3,37.5,32.8,28.3,23.9,19.8,15.9,12.2,9,6.4,30265.9981878586,39.2,6.5,3.1,375.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL019C",2014,155147,44,0.163187170876652,2057.43932984227,0.63671436196,12.9770460128784,10.0784997940063,NA,NA,NA,NA,NA,2,6.96119931335124,11.7722739726027,25.25,5.3630478491608,5.80733313198429,5.52580920740389,5.37771411312939,5.7222858868706,5.74457177374121,6.20380981145101,7.5111429434353,7.8480950942745,7.56657116969409,6.7296190188549,5.5111429434353,6.1,6.1,4.3,3.3888570565647,2.6592380377098,2.5407619622902,81.8,77.2,72.2,67.3,62.4,57.5,52.5,47.6,42.8,38,33.2,28.7,24.3,20.1,16.2,12.5,9.2,6.6,30243.712300988,40.8,6.3,4.1,360.65,0.00941609325478517,0.00100414428122404,0.000134811920943862,0.00018122302243181,0.000147315596180188,0.000220845083471785,0.000329462568312943,0.000893704905457466,0.000868819990402766,0.00149764305377236,0.000111902346999127,0.00290166695606363,0.0045076653615275,0.00669683807467553,0.0131179302945045,0.0187795585249869,0.0319181887262059,0.05519116620662,0.155324540170512,NA
"NL019C",2015,NA,40,NA,NA,0.60489112836,11.7333002090454,10.0490894317627,22.5810050964355,19.1812438964844,0.149687394499779,0.22177267074585,4.02307176589966,2,6.96119931335124,10.978301369863,24.31,5.3630478491608,5.7480950942745,5.45542822625879,5.30733313198429,5.7222858868706,5.80380981145101,6.07419079259611,7.1519049057255,7.7480950942745,7.66657116969409,6.8184760754196,5.5519049057255,6.0296190188549,6.2,4.4,3.4888570565647,2.6592380377098,2.5703809811451,81.6,76.9,71.9,66.9,62,57,52.1,47.2,42.3,37.5,32.8,28.2,23.8,19.7,15.8,12.2,8.9,6.2,30032.8558484705,41.6,5.8,3.5,348.98,0.0103515874682148,0.000577307911160006,0.00010958502319206,0.000193104524215826,0.000200092590354498,0.00018996346936679,0.000596758363728568,0.000326287778369474,0.00114089607215216,0.00191519026845531,0,0.00271629893213294,0.00459464179559107,0.00744897057727096,0.0131352045095924,0.0201206109181349,0.0335195127380749,0.0672205551299541,0.168487110021154,NA
"NL019C",2016,274620,40,0.190998470613939,2086.76728070157,0.63082580941,11.8772430419922,13.8259143829346,NA,NA,NA,NA,NA,2,6.96119931335124,11.0704371584699,25.73,5.2926668680157,5.6888570565647,5.59619018854899,5.20733313198429,5.8815239245804,5.83342883030591,6.14457177374121,6.8222858868706,7.7592380377098,7.69619018854899,6.9480950942745,5.5519049057255,6.0592380377098,6.4703809811451,4.3296190188549,3.5592380377098,2.6592380377098,2.5703809811451,81.6,76.9,72,67,62.1,57.2,52.2,47.3,42.5,37.7,32.9,28.3,23.9,19.8,15.8,12.2,8.8,6.2,30547.8086033568,42.9,5,4.5,341.1,0.0102414052139187,0.000783535314073457,0.000189789567840099,7.22121548676942e-05,0.000504996747507124,0.00045701935808507,0.000338766614413933,0.000557142370979696,0.00095202244096564,0.00141771259455894,0.000166155237760104,0.00334340475059184,0.00506536747858902,0.00771307766067227,0.0117852525600645,0.021893321364584,0.0337779682755418,0.0643876904362568,0.161994733565644,NA
"NL019C",2017,NA,NA,NA,2101.65919357314,0.62432676963,10.9268398284912,12.076096534729,NA,NA,NA,NA,NA,2,6.96119931335124,11.224301369863,25.12,5.3222858868706,5.6296190188549,5.69619018854899,5.10733313198429,5.9519049057255,5.93342883030591,6.14457177374121,6.59266686801571,7.7592380377098,7.56657116969409,7.03695215083919,5.59266686801571,6.0888570565647,6.0296190188549,4.8592380377098,3.5592380377098,2.6592380377098,2.6,82,77.4,72.4,67.4,62.5,57.5,52.6,47.7,42.9,38.1,33.3,28.7,24.3,20.1,16.1,12.4,9.1,6.3,31433.1423393882,44.4,4.2,4.3,327.68,0.0101329256135409,0.000679725747370063,0.000135422435087218,0.000193963965576713,0.000179065279604889,0.000129886791570072,0.000340551597551148,0.000506110878981175,0.000919422185526189,0.00169251532312268,2.94922023846453e-05,0.00264975049936028,0.0046837985164863,0.00791225714780987,0.0119938627912265,0.0193655258960881,0.0325972472525276,0.05987822184927,0.168422741490011,NA
"NL019C",2018,NA,NA,NA,2110.91345227128,0.57264970913,12.1930360794067,10.0491914749146,NA,NA,NA,NA,NA,2,6.96119931335124,11.3967671232877,33.78,5.2519049057255,5.5296190188549,5.66657116969409,5.00733313198429,5.9815239245804,6.03342883030591,6.14457177374121,6.43342883030591,7.6296190188549,7.53695215083919,7.09619018854899,5.59266686801571,6.1184760754196,5.7592380377098,5.2592380377098,3.6592380377098,2.6592380377098,2.6,82.1,77.4,72.4,67.4,62.5,57.5,52.6,47.7,42.9,38,33.3,28.7,24.2,20,16,12.3,9.1,6.2,32770.0944902274,45.4,3.5,2.5,318.43,0.0100853087889442,0.000548746339296787,0.000135917717483981,0.000112330988979492,0.000116954945214698,0.000204765304736032,0.00044913610483845,0.000501920385277591,0.000956586152113562,0.00142434102997624,2.94102063895335e-05,0.00248499429291462,0.00418637026219196,0.00841300927228283,0.0107498536759855,0.0197261300511644,0.0342246898462103,0.0621609565997426,0.16197428219918,NA
"NL019C",2019,280309,40,0.194884930558776,2129.76388016085,0.61163246399,10.6056308746338,9.21020603179932,NA,NA,NA,NA,NA,2,6.96119931335124,11.4233698630137,27.85,5.2222858868706,5.4703809811451,5.63695215083919,5.03695215083919,5.9407619622902,6.23342883030591,6.14457177374121,6.40380981145101,7.3703809811451,7.53695215083919,7.12580920740389,5.59266686801571,6.2184760754196,5.5888570565647,5.4592380377098,3.7296190188549,2.6592380377098,2.6296190188549,82.4,77.7,72.7,67.8,62.8,57.9,53,48.1,43.2,38.4,33.6,29,24.5,20.3,16.3,12.6,9.3,6.6,33555.4282262588,48.5,2.8,2.5,302.1,0.00974457075673766,0.000827156215131378,5.4189237099708e-05,0.000110099305663044,0.000125972760238233,0.000250287938591489,0.000516185993676826,0.000289511512882239,0.00104796855123669,0.0014252307230559,0,0.00268728073729636,0.00367918629980838,0.00656700754295038,0.0119762178584529,0.0188982878245956,0.0292156691841352,0.0611892530632909,0.157671083470956,NA
"NL019C",2020,282355,40,0.196490233925378,2145.87905795618,0.60503603425,8.89797878265381,NA,NA,NA,NA,NA,NA,2,6.96119931335124,NA,NA,5.1519049057255,5.5111429434353,5.5777141131294,5.06657116969409,5.8703809811451,6.33342883030591,6.20380981145101,6.34457177374121,7.1111429434353,7.47771411312939,7.22580920740389,5.59266686801571,6.30733313198429,5.5184760754196,5.5592380377098,3.7592380377098,2.6888570565647,2.7,81.7,77,72,67.1,62.1,57.2,52.3,47.4,42.5,37.7,32.9,28.3,23.8,19.6,15.6,11.9,8.7,6,32707.3331319843,49.9,3.4,2.9,291.69,0.0105126609332829,0.000633072178554136,8.04889259539048e-05,7.93592733199486e-05,0.000239996746266622,7.57948639475664e-05,0.000438808757970651,0.000564179668982362,0.000786288043879488,0.00138700804409213,0,0.00283762227433606,0.0040520258546962,0.00616043407694853,0.0123948002230356,0.0211482505452843,0.0327121970107942,0.0600712450944945,0.172811553396288,NA
"NL020C",2000,NA,NA,NA,NA,0.56650050451,15.4789810180664,NA,NA,NA,NA,NA,NA,-4,13.5793385404183,10.8688524590164,25.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.2,73.7,68.7,63.8,58.9,54,49.1,44.3,39.5,34.8,30.2,25.7,21.5,17.5,13.9,10.6,7.8,5.7,48500,28.4,2.6,NA,497.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2001,NA,NA,NA,NA,0.43179794876,14.2426404953003,NA,NA,NA,NA,NA,NA,-4,13.5793385404183,10.4189863013699,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5,74,69.1,64.2,59.3,54.4,49.5,44.7,39.9,35.2,30.6,26.2,21.9,17.9,14.1,10.8,8,5.7,50400,29.1,1.7,NA,488.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2002,NA,NA,NA,NA,0.43154244952,15.473445892334,NA,NA,NA,NA,NA,NA,-4,13.5793385404183,10.8561643835616,28.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7,74.1,69.2,64.2,59.3,54.5,49.6,44.7,39.9,35.2,30.6,26.2,21.9,17.8,14.1,10.8,7.9,5.7,55100,30.8,2.1,NA,482.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2003,NA,NA,NA,NA,0.43250908394,16.1395263671875,NA,NA,NA,NA,NA,NA,-4,13.5793385404183,10.6992602739726,29.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,74.3,69.4,64.4,59.5,54.6,49.7,44.8,40,35.3,30.7,26.3,22,17.9,14.2,10.8,8,5.6,55400,34.4,3.9,NA,449.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2004,NA,NA,NA,NA,0.48803713105,14.119441986084,NA,NA,NA,NA,NA,NA,-4,13.5793385404183,10.5870765027322,26.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6,74.9,70,65,60.1,55.2,50.3,45.4,40.6,35.9,31.3,26.8,22.5,18.4,14.7,11.3,8.3,5.9,57800,36.7,4.2,NA,447.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2005,NA,NA,NA,NA,0.55207467227,14.1168031692505,20.1099395751953,NA,NA,NA,NA,NA,-4,13.5793385404183,10.8248493150685,27.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7,75.2,70.2,65.3,60.3,55.4,50.5,45.6,40.8,36.1,31.4,27,22.6,18.5,14.7,11.3,8.4,5.9,59400,34.4,5.5,2.5,445.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2006,NA,NA,NA,NA,0.48788758288,13.939003944397,18.640811920166,NA,NA,NA,NA,NA,-4,13.5793385404183,11.2222739726027,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.3,75.7,70.7,65.8,60.8,55.9,51,46.1,41.3,36.5,31.8,27.3,23,18.9,15,11.5,8.5,6.1,62500,34.2,4.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2007,NA,NA,NA,NA,0.50920472695,14.3130159378052,14.8492660522461,NA,NA,NA,NA,NA,-4,13.5793385404183,11.348301369863,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5,75.8,70.9,65.9,61,56.1,51.2,46.3,41.5,36.7,32,27.6,23.2,19.1,15.3,11.8,8.8,6.4,65200,34.5,3.5,1.7,433.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2008,NA,NA,NA,NA,0.52960917281,16.0183868408203,16.4625682830811,NA,NA,NA,NA,NA,-4,13.5793385404183,10.6891803278689,25.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.6,76,71,66,61.1,56.2,51.3,46.4,41.5,36.8,32.1,27.6,23.3,19.2,15.3,11.8,8.7,6.3,67200,35.3,3,1.5,430.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2009,NA,NA,NA,NA,0.54860793248,16.2855396270752,15.2945041656494,NA,NA,NA,NA,NA,-4,13.5793385404183,10.6061917808219,28.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,76.5,71.5,66.5,61.6,56.7,51.7,46.9,42,37.2,32.5,28,23.7,19.6,15.7,12.2,9,6.6,65200,37.3,3.6,1.4,427.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2010,142788,28,0.117201725635207,NA,0.53601047877,15.9450426101685,18.8573417663574,NA,NA,NA,NA,NA,-4,13.5793385404183,9.16109589041096,29.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3,76.6,71.7,66.7,61.7,56.8,51.9,47,42.2,37.4,32.7,28.2,23.8,19.7,15.8,12.2,9.1,6.6,68200,38.7,4.2,2.2,420.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2011,143374,29,0.120991253644315,NA,0.48181147825,16.1861763000488,20.8931617736816,NA,NA,NA,NA,NA,-4,13.5793385404183,10.9218356164384,24.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,76.8,71.8,66.9,61.9,57,52.1,47.2,42.3,37.5,32.9,28.4,24,19.9,15.9,12.3,9.1,6.7,68600,38.6,4.4,3,404.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415126313915251
"NL020C",2012,143943,29,0.129495703160279,NA,0.51355950125,12.9290790557861,11.321852684021,NA,NA,NA,NA,NA,-4,13.5793385404183,10.2900273224044,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2,76.6,71.6,66.6,61.7,56.8,51.9,47,42.1,37.3,32.6,28.1,23.7,19.5,15.6,12,8.8,6.3,68700,38.5,4.9,3.1,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2013,144153,29,0.136910088586432,NA,0.53915947185,13.6537857055664,13.9086608886719,NA,NA,NA,NA,NA,-4,13.5793385404183,9.8532602739726,28.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,76.8,71.8,66.9,61.9,57,52.1,47.2,42.3,37.5,32.8,28.3,23.9,19.8,15.9,12.2,9,6.4,70600,39.2,6.5,3.1,375.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL020C",2014,144060,29,0.144169096209913,777.631111506922,0.57439785738,13.3383255004883,11.2234477996826,NA,NA,NA,NA,NA,-4,13.5793385404183,11.7425753424658,26.14,5.8,5.2,5.2,7.4,8.2,7.9,7.2,7.7,7.6,7.2,6.1,5.4,5.3,4.8,3.2,2.4,1.7,1.6,81.8,77.2,72.2,67.3,62.4,57.5,52.5,47.6,42.8,38,33.2,28.7,24.3,20.1,16.2,12.5,9.2,6.6,73500,40.8,6.3,4.1,360.65,0.00686122115333787,0.00101176006832665,0.000102271897143692,0.000324177767299304,0.000207943439384487,0.000260797481441465,0.000438592216450132,0.000570788322093736,0.00084441839441293,0.00152545283724125,8.58663918942126e-05,0.00309385404288574,0.00501659719969052,0.0077861406696081,0.0116150707943365,0.0201763952771587,0.0332733234745708,0.0605294665425037,0.152151543498597,NA
"NL020C",2015,NA,30,NA,NA,0.53585028335,12.0397996902466,11.1588611602783,17.3150119781494,4.54531288146973,0.131545126438141,0.887521326541901,2.21341276168823,-4,13.5793385404183,10.9597260273973,24.94,5.7,5.2,5.2,7.4,8.5,7.9,7.1,7.4,7.5,7.2,6.2,5.3,5.3,4.9,3.3,2.4,1.7,1.6,81.6,76.9,71.9,66.9,62,57,52.1,47.2,42.3,37.5,32.8,28.2,23.8,19.7,15.8,12.2,8.9,6.2,76800,41.6,5.8,3.5,348.98,0.00706300151687091,0.0007228722122567,8.77963125548727e-05,0.000132247920768801,0.000225075451429741,0.000242947766230261,0.000336024731420233,0.000448674806909592,0.000901159218449187,0.00166951706164997,4.26955098555469e-05,0.00291532915855391,0.00474108283384101,0.00826021827519795,0.0135767131215491,0.0201660189933087,0.0334209538114908,0.0623151948453153,0.15690757243503,NA
"NL020C",2016,144505,30,0.155399467146466,780.097965256089,0.56150828436,11.8752679824829,14.6394271850586,NA,NA,NA,NA,NA,-4,13.5793385404183,11.0281967213115,26.32,5.5,5.1,5.2,7.4,8.7,8,7.1,7.1,7.4,7.2,6.3,5.3,5.3,5,3.3,2.5,1.7,1.6,81.6,76.9,72,67,62.1,57.2,52.2,47.3,42.5,37.7,32.9,28.3,23.9,19.8,15.8,12.2,8.8,6.2,79800,42.9,5,4.5,341.1,0.00709100372149835,0.000979991833401388,8.76372984342136e-05,0.00023049773103796,0.000223121469356295,0.000267876431194642,0.000451467268623025,0.000580438178057326,0.000973926299185925,0.00148501348634697,4.23944378497541e-05,0.00284897300807558,0.00450025664593604,0.00816873589164786,0.0126243762512326,0.0212829120138841,0.0326809175911728,0.0616480251660259,0.15889840314742,NA
"NL020C",2017,NA,NA,NA,788.113890458522,0.60315480513,11.3635625839233,14.2419881820679,NA,NA,NA,NA,NA,-4,13.5793385404183,11.2086575342466,25.73,5.4,5.1,5.2,7.3,8.9,8.1,7.1,6.8,7.4,7.1,6.4,5.3,5.4,4.8,3.7,2.5,1.7,1.6,82,77.4,72.4,67.4,62.5,57.5,52.6,47.7,42.9,38.1,33.3,28.7,24.3,20.1,16.1,12.4,9.1,6.3,82900,44.4,4.2,4.3,327.68,0.00678238869482895,0.00103114044132811,7.29437166282496e-05,0.000170031880977683,0.000283509851967356,0.000241624382399747,0.000466388053149948,0.00051016158587373,0.000925905753687283,0.00144419645111446,5.64063513551626e-05,0.00248203652139453,0.00412604904504757,0.00793530521994297,0.0115796137040868,0.0196333482378765,0.033241160204742,0.0592582987551867,0.149607023027072,NA
"NL020C",2018,NA,NA,NA,795.017842284359,0.50391851426,12.4078350067139,11.4839315414429,NA,NA,NA,NA,NA,-4,13.5793385404183,11.4202465753425,34.1,5.3,5.1,5.3,7.2,9.1,8.3,7.1,6.6,7.2,7,6.5,5.2,5.4,4.7,3.9,2.6,1.7,1.6,82.1,77.4,72.4,67.4,62.5,57.5,52.6,47.7,42.9,38,33.3,28.7,24.2,20,16,12.3,9.1,6.2,87500,45.4,3.5,2.5,318.43,0.00697000386690482,0.000888580354043735,4.36980175666031e-05,0.000223136461892476,0.000244071106048896,0.000274911866489861,0.000337139460399422,0.000692334718002769,0.000811679286611739,0.00136286894082708,4.25676826153584e-05,0.00238608535487787,0.00425071225071225,0.00731949103056804,0.0119594784729387,0.0207803381714799,0.0338202694253396,0.0564322469982847,0.157102285533967,NA
"NL020C",2019,154235,31,0.166901157324861,747.478795906101,0.56182899974,10.9050769805908,10.9272422790527,NA,NA,NA,NA,NA,-4,13.5793385404183,11.4037534246575,28.56,5.2,5,5.3,7.1,9.2,8.5,7.2,6.5,7,7,6.5,5.1,5.5,4.6,4.1,2.6,1.8,1.6,82.4,77.7,72.7,67.8,62.8,57.9,53,48.1,43.2,38.4,33.6,29,24.5,20.3,16.3,12.6,9.3,6.6,92300,48.5,2.8,2.5,302.1,0.00679528138695531,0.000628737495109819,0.000101685066821615,0.000164844222210012,0.000286720734005079,0.000221298389263867,0.000402101192615027,0.000539105491755755,0.0007742196090752,0.00151430290206816,8.60202721107941e-05,0.00246349312842661,0.00425151040501231,0.00756111125824307,0.0109148017275226,0.0189231648100543,0.0334389202589175,0.0568952060140492,0.150453663160746,NA
"NL020C",2020,156002,31,0.169882437404649,756.221634815037,0.53931535886,9.23405742645264,NA,NA,NA,NA,NA,NA,-4,13.5793385404183,NA,NA,5.1,5,5.3,7.1,9.3,8.7,7.3,6.4,6.8,6.9,6.6,5,5.5,4.7,4.2,2.7,1.8,1.6,81.7,77,72,67.1,62.1,57.2,52.3,47.4,42.5,37.7,32.9,28.3,23.8,19.6,15.6,11.9,8.7,6,85200,49.9,3.4,2.9,291.69,0.00740177608004478,0.00078746800911213,8.64565771841093e-05,0.000176194735843431,0.000244670764901979,0.000309506491898668,0.000330237358101135,0.000476355877536843,0.000697224596284468,0.00132027257240204,8.69426613148629e-05,0.00271147964813822,0.00425741490642443,0.00786500786500786,0.0118412895226286,0.0213798121903046,0.0359973492379059,0.0645850647037872,0.160999150989767,NA
"NL021C",2000,NA,NA,NA,NA,0.62914413,15.1956548690796,NA,NA,NA,NA,NA,NA,1,5.92435554518041,10.8654098360656,23.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.2,73.7,68.7,63.8,58.9,54,49.1,44.3,39.5,34.8,30.2,25.7,21.5,17.5,13.9,10.6,7.8,5.7,30200,28.4,2.6,NA,497.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL021C",2001,NA,NA,NA,NA,0.59171860983,14.2271709442139,NA,NA,NA,NA,NA,NA,1,5.92435554518041,10.4513424657534,25.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5,74,69.1,64.2,59.3,54.4,49.5,44.7,39.9,35.2,30.6,26.2,21.9,17.9,14.1,10.8,8,5.7,28800,29.1,1.7,NA,488.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL021C",2002,NA,NA,NA,NA,0.57940900286,15.4962215423584,NA,NA,NA,NA,NA,NA,1,5.92435554518041,10.8980547945205,27.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7,74.1,69.2,64.2,59.3,54.5,49.6,44.7,39.9,35.2,30.6,26.2,21.9,17.8,14.1,10.8,7.9,5.7,29500,30.8,2.1,NA,482.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL021C",2003,NA,NA,NA,NA,0.58062248234,15.926700592041,NA,NA,NA,NA,NA,NA,1,5.92435554518041,10.7477534246575,28.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,74.3,69.4,64.4,59.5,54.6,49.7,44.8,40,35.3,30.7,26.3,22,17.9,14.2,10.8,8,5.6,30900,34.4,3.9,NA,449.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL021C",2004,NA,NA,NA,NA,0.62855797398,13.6245002746582,NA,NA,NA,NA,NA,NA,1,5.92435554518041,10.6527322404372,26.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6,74.9,70,65,60.1,55.2,50.3,45.4,40.6,35.9,31.3,26.8,22.5,18.4,14.7,11.3,8.3,5.9,34600,36.7,4.2,NA,447.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL021C",2005,NA,NA,NA,NA,0.63652378297,13.4755821228027,17.2710018157959,NA,NA,NA,NA,NA,1,5.92435554518041,10.862904109589,25.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7,75.2,70.2,65.3,60.3,55.4,50.5,45.6,40.8,36.1,31.4,27,22.6,18.5,14.7,11.3,8.4,5.9,37200,34.4,5.5,2.5,445.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
