scenario,scenario_name,scenario_abb,name,country_code,age,year,pop
2,Medium (SSP2),SSP2,Greece,300,95--99,2030,40
2,Medium (SSP2),SSP2,Greece,300,100+,2030,5.8
2,Medium (SSP2),SSP2,Greece,300,0--4,2040,391.8
2,Medium (SSP2),SSP2,Greece,300,5--9,2040,390.7
2,Medium (SSP2),SSP2,Greece,300,10--14,2040,393.6
2,Medium (SSP2),SSP2,Greece,300,15--19,2040,414.9
2,Medium (SSP2),SSP2,Greece,300,20--24,2040,481
2,Medium (SSP2),SSP2,Greece,300,25--29,2040,542.3
2,Medium (SSP2),SSP2,Greece,300,30--34,2040,574.3
2,Medium (SSP2),SSP2,Greece,300,35--39,2040,570.2
2,Medium (SSP2),SSP2,Greece,300,40--44,2040,566.6
2,Medium (SSP2),SSP2,Greece,300,45--49,2040,547.8
2,Medium (SSP2),SSP2,Greece,300,50--54,2040,589.3
2,Medium (SSP2),SSP2,Greece,300,55--59,2040,713.6
2,Medium (SSP2),SSP2,Greece,300,60--64,2040,746.4
2,Medium (SSP2),SSP2,Greece,300,65--69,2040,727.4
2,Medium (SSP2),SSP2,Greece,300,70--74,2040,691.2
2,Medium (SSP2),SSP2,Greece,300,75--79,2040,577.1
2,Medium (SSP2),SSP2,Greece,300,80--84,2040,474.5
2,Medium (SSP2),SSP2,Greece,300,85--89,2040,318.4
2,Medium (SSP2),SSP2,Greece,300,90--94,2040,180
2,Medium (SSP2),SSP2,Greece,300,95--99,2040,56.9
2,Medium (SSP2),SSP2,Greece,300,100+,2040,13.7
2,Medium (SSP2),SSP2,Greece,300,0--4,2050,398.7
2,Medium (SSP2),SSP2,Greece,300,5--9,2050,406.1
2,Medium (SSP2),SSP2,Greece,300,10--14,2050,410.6
2,Medium (SSP2),SSP2,Greece,300,15--19,2050,408
2,Medium (SSP2),SSP2,Greece,300,20--24,2050,413.6
2,Medium (SSP2),SSP2,Greece,300,25--29,2050,441.5
2,Medium (SSP2),SSP2,Greece,300,30--34,2050,504.6
2,Medium (SSP2),SSP2,Greece,300,35--39,2050,554.9
2,Medium (SSP2),SSP2,Greece,300,40--44,2050,580.4
2,Medium (SSP2),SSP2,Greece,300,45--49,2050,574.6
2,Medium (SSP2),SSP2,Greece,300,50--54,2050,569.1
2,Medium (SSP2),SSP2,Greece,300,55--59,2050,548.5
2,Medium (SSP2),SSP2,Greece,300,60--64,2050,582
2,Medium (SSP2),SSP2,Greece,300,65--69,2050,686.7
2,Medium (SSP2),SSP2,Greece,300,70--74,2050,698.6
2,Medium (SSP2),SSP2,Greece,300,75--79,2050,655.1
2,Medium (SSP2),SSP2,Greece,300,80--84,2050,575.4
2,Medium (SSP2),SSP2,Greece,300,85--89,2050,408.1
2,Medium (SSP2),SSP2,Greece,300,90--94,2050,244
2,Medium (SSP2),SSP2,Greece,300,95--99,2050,93
2,Medium (SSP2),SSP2,Greece,300,100+,2050,23.6
3,Stalled Development (SSP3),SSP3,Greece,300,0--4,2030,413.9
3,Stalled Development (SSP3),SSP3,Greece,300,5--9,2030,413.7
3,Stalled Development (SSP3),SSP3,Greece,300,10--14,2030,454.6
3,Stalled Development (SSP3),SSP3,Greece,300,15--19,2030,514.7
3,Stalled Development (SSP3),SSP3,Greece,300,20--24,2030,554.2
3,Stalled Development (SSP3),SSP3,Greece,300,25--29,2030,558
3,Stalled Development (SSP3),SSP3,Greece,300,30--34,2030,557.4
3,Stalled Development (SSP3),SSP3,Greece,300,35--39,2030,538
3,Stalled Development (SSP3),SSP3,Greece,300,40--44,2030,586.2
3,Stalled Development (SSP3),SSP3,Greece,300,45--49,2030,726.6
3,Stalled Development (SSP3),SSP3,Greece,300,50--54,2030,772.7
3,Stalled Development (SSP3),SSP3,Greece,300,55--59,2030,767.6
3,Stalled Development (SSP3),SSP3,Greece,300,60--64,2030,752.5
3,Stalled Development (SSP3),SSP3,Greece,300,65--69,2030,658.4
3,Stalled Development (SSP3),SSP3,Greece,300,70--74,2030,598.7
3,Stalled Development (SSP3),SSP3,Greece,300,75--79,2030,490.1
3,Stalled Development (SSP3),SSP3,Greece,300,80--84,2030,398.7
3,Stalled Development (SSP3),SSP3,Greece,300,85--89,2030,232.5
3,Stalled Development (SSP3),SSP3,Greece,300,90--94,2030,129.7
3,Stalled Development (SSP3),SSP3,Greece,300,95--99,2030,36.8
3,Stalled Development (SSP3),SSP3,Greece,300,100+,2030,5.3
3,Stalled Development (SSP3),SSP3,Greece,300,0--4,2040,468.3
3,Stalled Development (SSP3),SSP3,Greece,300,5--9,2040,444
3,Stalled Development (SSP3),SSP3,Greece,300,10--14,2040,423.6
3,Stalled Development (SSP3),SSP3,Greece,300,15--19,2040,422.7
3,Stalled Development (SSP3),SSP3,Greece,300,20--24,2040,463.5
3,Stalled Development (SSP3),SSP3,Greece,300,25--29,2040,523.4
3,Stalled Development (SSP3),SSP3,Greece,300,30--34,2040,559.6
3,Stalled Development (SSP3),SSP3,Greece,300,35--39,2040,560
3,Stalled Development (SSP3),SSP3,Greece,300,40--44,2040,557.8
3,Stalled Development (SSP3),SSP3,Greece,300,45--49,2040,538
3,Stalled Development (SSP3),SSP3,Greece,300,50--54,2040,581.1
3,Stalled Development (SSP3),SSP3,Greece,300,55--59,2040,708.7
3,Stalled Development (SSP3),SSP3,Greece,300,60--64,2040,740.3
3,Stalled Development (SSP3),SSP3,Greece,300,65--69,2040,716.8
3,Stalled Development (SSP3),SSP3,Greece,300,70--74,2040,675.1
3,Stalled Development (SSP3),SSP3,Greece,300,75--79,2040,553.5
3,Stalled Development (SSP3),SSP3,Greece,300,80--84,2040,443.2
3,Stalled Development (SSP3),SSP3,Greece,300,85--89,2040,285.3
3,Stalled Development (SSP3),SSP3,Greece,300,90--94,2040,152.7
3,Stalled Development (SSP3),SSP3,Greece,300,95--99,2040,45.3
3,Stalled Development (SSP3),SSP3,Greece,300,100+,2040,10.3
3,Stalled Development (SSP3),SSP3,Greece,300,0--4,2050,480.4
3,Stalled Development (SSP3),SSP3,Greece,300,5--9,2050,481.5
3,Stalled Development (SSP3),SSP3,Greece,300,10--14,2050,479.5
3,Stalled Development (SSP3),SSP3,Greece,300,15--19,2050,454.8
3,Stalled Development (SSP3),SSP3,Greece,300,20--24,2050,434.9
3,Stalled Development (SSP3),SSP3,Greece,300,25--29,2050,435.2
3,Stalled Development (SSP3),SSP3,Greece,300,30--34,2050,473.9
3,Stalled Development (SSP3),SSP3,Greece,300,35--39,2050,529.2
3,Stalled Development (SSP3),SSP3,Greece,300,40--44,2050,561.7
3,Stalled Development (SSP3),SSP3,Greece,300,45--49,2050,560.2
3,Stalled Development (SSP3),SSP3,Greece,300,50--54,2050,554.8
3,Stalled Development (SSP3),SSP3,Greece,300,55--59,2050,530.9
3,Stalled Development (SSP3),SSP3,Greece,300,60--64,2050,564.2
3,Stalled Development (SSP3),SSP3,Greece,300,65--69,2050,668.7
3,Stalled Development (SSP3),SSP3,Greece,300,70--74,2050,673.4
3,Stalled Development (SSP3),SSP3,Greece,300,75--79,2050,616.3
3,Stalled Development (SSP3),SSP3,Greece,300,80--84,2050,519.7
3,Stalled Development (SSP3),SSP3,Greece,300,85--89,2050,344.3
3,Stalled Development (SSP3),SSP3,Greece,300,90--94,2050,187.2
3,Stalled Development (SSP3),SSP3,Greece,300,95--99,2050,63.4
3,Stalled Development (SSP3),SSP3,Greece,300,100+,2050,14.2
4,Inequality (SSP4),SSP4,Greece,300,0--4,2030,339.9
4,Inequality (SSP4),SSP4,Greece,300,5--9,2030,379.8
4,Inequality (SSP4),SSP4,Greece,300,10--14,2030,463.1
4,Inequality (SSP4),SSP4,Greece,300,15--19,2030,521.4
4,Inequality (SSP4),SSP4,Greece,300,20--24,2030,559.8
4,Inequality (SSP4),SSP4,Greece,300,25--29,2030,564.2
4,Inequality (SSP4),SSP4,Greece,300,30--34,2030,562.8
4,Inequality (SSP4),SSP4,Greece,300,35--39,2030,543
4,Inequality (SSP4),SSP4,Greece,300,40--44,2030,589.4
4,Inequality (SSP4),SSP4,Greece,300,45--49,2030,727
4,Inequality (SSP4),SSP4,Greece,300,50--54,2030,772.9
4,Inequality (SSP4),SSP4,Greece,300,55--59,2030,769.2
4,Inequality (SSP4),SSP4,Greece,300,60--64,2030,755.3
4,Inequality (SSP4),SSP4,Greece,300,65--69,2030,663.1
4,Inequality (SSP4),SSP4,Greece,300,70--74,2030,605.2
4,Inequality (SSP4),SSP4,Greece,300,75--79,2030,498.8
4,Inequality (SSP4),SSP4,Greece,300,80--84,2030,410
4,Inequality (SSP4),SSP4,Greece,300,85--89,2030,243.1
4,Inequality (SSP4),SSP4,Greece,300,90--94,2030,138.2
4,Inequality (SSP4),SSP4,Greece,300,95--99,2030,40
4,Inequality (SSP4),SSP4,Greece,300,100+,2030,5.8
4,Inequality (SSP4),SSP4,Greece,300,0--4,2040,316.3
4,Inequality (SSP4),SSP4,Greece,300,5--9,2040,338.3
4,Inequality (SSP4),SSP4,Greece,300,10--14,2040,360.5
4,Inequality (SSP4),SSP4,Greece,300,15--19,2040,397.7
4,Inequality (SSP4),SSP4,Greece,300,20--24,2040,478.7
4,Inequality (SSP4),SSP4,Greece,300,25--29,2040,538.6
4,Inequality (SSP4),SSP4,Greece,300,30--34,2040,572.3
4,Inequality (SSP4),SSP4,Greece,300,35--39,2040,571.2
4,Inequality (SSP4),SSP4,Greece,300,40--44,2040,567.5
4,Inequality (SSP4),SSP4,Greece,300,45--49,2040,548.8
4,Inequality (SSP4),SSP4,Greece,300,50--54,2040,590.3
4,Inequality (SSP4),SSP4,Greece,300,55--59,2040,714.4
4,Inequality (SSP4),SSP4,Greece,300,60--64,2040,747
4,Inequality (SSP4),SSP4,Greece,300,65--69,2040,727.8
4,Inequality (SSP4),SSP4,Greece,300,70--74,2040,691.6
4,Inequality (SSP4),SSP4,Greece,300,75--79,2040,577.3
4,Inequality (SSP4),SSP4,Greece,300,80--84,2040,474.6
4,Inequality (SSP4),SSP4,Greece,300,85--89,2040,318.4
4,Inequality (SSP4),SSP4,Greece,300,90--94,2040,180.1
4,Inequality (SSP4),SSP4,Greece,300,95--99,2040,56.9
4,Inequality (SSP4),SSP4,Greece,300,100+,2040,13.7
4,Inequality (SSP4),SSP4,Greece,300,0--4,2050,307.3
4,Inequality (SSP4),SSP4,Greece,300,5--9,2050,325.2
4,Inequality (SSP4),SSP4,Greece,300,10--14,2050,339.4
4,Inequality (SSP4),SSP4,Greece,300,15--19,2050,360
4,Inequality (SSP4),SSP4,Greece,300,20--24,2050,382.8
4,Inequality (SSP4),SSP4,Greece,300,25--29,2050,422.4
4,Inequality (SSP4),SSP4,Greece,300,30--34,2050,498.4
4,Inequality (SSP4),SSP4,Greece,300,35--39,2050,550.6
4,Inequality (SSP4),SSP4,Greece,300,40--44,2050,579.3
4,Inequality (SSP4),SSP4,Greece,300,45--49,2050,577.2
4,Inequality (SSP4),SSP4,Greece,300,50--54,2050,571.1
