"CNTR_CODE","agegroup","agepop","death","excess_total_est","excess_cold_est","excess_heat_est","excess_total_low","excess_total_hi","excess_cold_low","excess_cold_hi","excess_heat_low","excess_heat_hi","rawrate_total_est","rawrate_cold_est","rawrate_heat_est","rawrate_total_low","rawrate_total_hi","rawrate_cold_low","rawrate_cold_hi","rawrate_heat_low","rawrate_heat_hi","af_total_est","af_cold_est","af_heat_est","af_total_low","af_total_hi","af_cold_low","af_cold_hi","af_heat_low","af_heat_hi","cntr_name","region"
"BG","20-44",1104089.16734268,1418.49645765846,78.6121444140571,67.3777087622392,11.2344356518179,42.1413647156155,115.59261793441,32.3442974558116,103.015780704624,3.69135526314616,19.1540315154173,7.12009018286634,6.10256044123715,1.01752974162919,3.81684432399977,10.4695002318171,2.92950047989853,9.33038596443813,0.334334886377927,1.73482650513791,5.54193448912967,4.74993845761594,0.791996031513731,2.97084737068565,8.14895358464418,2.28018175732372,7.26232202755539,0.260230136156952,1.35030520605143,"Bulgaria","Eastern"
"BG","45-64",861837.041714382,8317.91760223723,641.543981745671,575.472578352,66.0714033936707,463.509873569447,816.690249779531,399.639539085202,745.867596001977,29.944746778949,106.953763270449,74.4391283611459,66.7727830782557,7.66634528289018,53.7816142884071,94.7615628303648,46.3706617077205,86.5439241876032,3.47452538352057,12.4099752150005,7.71279558688004,6.91846933176181,0.794326255118226,5.57242684689229,9.81844602018983,4.80456237000607,8.96699909363569,0.360002926344147,1.28582378889738,"Bulgaria","Eastern"
"BG","65-74",367294.10141752,10441.5399309195,942.690995639068,858.715145260177,83.975850378891,716.758523570286,1156.98788393851,644.453279860629,1059.36755656454,38.9520699648396,132.071051551881,256.658354163839,233.79497300558,22.8633811582593,195.145666865887,315.003121333361,175.459741219217,288.424875998841,10.6051444372533,35.9578471427043,9.02827554054143,8.22402778652747,0.804247754013964,6.86449056664355,11.0806249996941,6.17201374628924,10.1457022965314,0.373049092591169,1.26486181564841,"Bulgaria","Eastern"
"BG","75-84",204450.016474379,14594.4210849849,1473.32606542535,1353.80086863937,119.525196785985,1172.12865049458,1761.41210034283,1061.54282136388,1635.57014813611,62.5078109932748,177.551011610617,720.628978579702,662.167160455582,58.46181812412,573.308171213312,861.536785722668,519.218750709616,799.985334479576,30.5736394993678,86.8432366367,10.095131946968,9.27615326949959,0.818978677468441,8.03134734614784,12.0690782463102,7.27362061970388,11.2068175819514,0.428299352398323,1.21656769101507,"Bulgaria","Eastern"
"BG","85+",59206.2391023431,11731.4230082158,1286.0949931042,1189.22017025789,96.8748228463132,1032.68162575268,1523.56209167485,951.770019626674,1422.99035360654,51.8738404746823,145.704354458904,2172.22882689961,2008.6061676747,163.622659224912,1744.21081529533,2573.31341219164,1607.5502076419,2403.44662181089,87.6154967131317,246.096284222751,10.962821749787,10.1370496096258,0.825772140161251,8.80269703879457,12.9870186302877,8.11299719531147,12.129733559262,0.442178586846231,1.24200068786935,"Bulgaria","Eastern"
"CH","20-44",836984.133660481,388.452941058202,12.9827459847739,2.82039620502059,10.1623497797533,6.7072368731274,18.1197294026578,0.161470430950215,5.26890759150943,4.45381756753231,14.9253862449163,1.55113406128679,0.336971286741819,1.21416277454498,0.801357708394526,2.16488326050014,0.019291934513028,0.629511048013097,0.532126881313019,1.78323407155179,3.34216699438729,0.726058656509957,2.61610833787733,1.72665364686284,4.66458803305674,0.04156756556157,1.35638246866047,1.146552670035,3.84226367401349,"Switzerland","Western"
"CH","45-64",691179.249831995,2086.92192014486,50.7617259817543,27.978183144848,22.7835428369064,26.3575224079918,75.4043885645086,-2.49265118709902,56.2824415175641,9.24244504179889,33.5839827976025,7.34422018515356,4.0478910719106,3.29632911324296,3.81341344005893,10.909527243886,-0.360637445019495,8.14295879560108,1.33719943763437,4.85893967531082,2.43237303186843,1.34064350346687,1.09172952840157,1.26298555559579,3.61318685843669,-0.119441516380546,2.69691170399214,0.442874501081351,1.60925919045747,"Switzerland","Western"
"CH","65-74",233934.600609686,2852.49884042497,93.4053940899972,74.6061208993837,18.7992731906135,32.8296463642552,147.373170495621,11.3041559622588,131.372279964534,11.6731911677892,25.0109539955893,39.9279943396838,31.8918709352714,8.03612340441235,14.03368560217,62.9975942470816,4.83218640286543,56.1576951943613,4.98993784475073,10.691429968207,3.27451120281898,2.61546542428282,0.659045778536154,1.1509083158598,5.16645855931933,0.396289590097595,4.60551563081307,0.409226850590063,0.876808559608849,"Switzerland","Western"
"CH","75-84",150025.964465155,5347.9976897963,241.820808803098,211.273630915373,30.5471778877244,83.5179441839233,381.673145630074,57.5772334373957,347.946329426791,21.6484580575745,38.1055284142471,161.185971818407,140.824711021567,20.3612607968399,55.668993351695,254.404727202218,38.3781791656261,231.924074387541,14.4298076234682,25.3992890831224,4.52170742826758,3.95051836537761,0.571189062889965,1.56166754415903,7.13674851352847,1.07661290780379,6.50610470701315,0.404795576087825,0.712519537675764,"Switzerland","Western"
"CH","85+",64905.4389105026,9184.04794147445,553.049409818762,495.727853080594,57.3215567381679,293.275970906978,790.73600466466,245.026496534175,734.851710285013,42.5646959581145,70.3528356459476,852.084846974621,763.769356469722,88.315490504899,451.85114811622,1218.28928043303,377.513041506489,1132.18818425724,65.5795518412663,108.392820119368,6.02184802761355,5.39770541529869,0.624142612314861,3.19331925068211,8.60988541984583,2.66795750736071,8.00139235953331,0.463463346765598,0.766032974721741,"Switzerland","Western"
"CY","20-44",219831.503426613,107.95504043046,5.77329120168177,4.26300740566816,1.51028379601361,3.42530360314266,8.18902139373792,1.93496618239997,6.71193032845785,0.92016054738619,2.09321041927458,2.62623468961039,1.93921587180123,0.687018817809155,1.5581495598906,3.72513550882923,0.880204225617702,3.05321586025476,0.418575378434496,0.952188556529321,5.34786627716628,3.94887296477298,1.3989933123933,3.17289826346655,7.58558503714605,1.79238150871372,6.21733853435163,0.852355335811227,1.93896497183282,"Cyprus","Southern"
