year,scenario,ramp_factor,ac_penalty,deaths_on_warning_days,gross_avoided_deaths,net_avoided_deaths,life_years_saved,warning_days,cost_total,cost_pv,gross_<15,gross_15-64,gross_65+,net_<15,net_15-64,net_65+,lys_<15,lys_15-64,lys_65+
2023,high,0.05,0.6489724516868591,751.0619019792916,8.529823468181686,5.357282935859805,72.33588817170231,39.4,85625.81843438,78359.75356551087,0.0,1.1969442747539685,7.3328791934277175,0.0,0.9575554198031748,4.399727516056631,0.0,23.938885495079372,48.39700267662294
2024,high,0.05,0.6489724516868591,770.3883885308406,8.749314721979093,5.4889636581892916,73.78359044018495,40.2,86932.54259592001,77238.43813885383,0.0,1.1968741250091746,7.5524405969699195,0.0,0.9574993000073397,4.531464358181951,0.0,23.937482500183492,49.84610794000147
2025,high,1.0,0.6489724516868591,789.7148750823897,179.37611951553004,112.41288761037553,1504.6258541733523,41.0,1764441.55713,1522022.7867128106,0.0,23.936079505287612,155.44004001024243,0.0,19.14886360423009,93.26402400614545,0.0,478.7215901057523,1025.9042640676
2026,high,1.0,0.6489724516868591,809.0413616339388,183.76594459147822,115.04650205696528,1533.5798995430055,41.8,1789888.4843224,1499003.4268393777,0.0,23.934676510391732,159.83126808108648,0.0,19.147741208313388,95.89876084865189,0.0,478.69353020783467,1054.8863693351707
2027,high,1.0,0.6489724516868591,828.3678481854879,188.15576966742637,117.680116503555,1562.5339449126586,42.6,1814991.6334956002,1475754.2903544798,0.0,23.933273515495852,164.22249615193053,0.0,19.14661881239668,98.53349769115832,0.0,478.66547030991705,1083.8684746027416
2028,high,1.0,0.6489724516868591,847.6943347370369,192.54559474337455,120.31373095014473,1591.4879902823118,43.4,1839751.0046495998,1452316.4319087341,0.0,23.931870520599972,168.61372422277458,0.0,19.14549641647998,101.16823453366474,0.0,478.6374104119995,1112.8505798703122
2029,high,1.0,0.6489724516868591,867.0208212885859,196.93541981932273,122.94734539673445,1620.4420356519647,44.2,1864166.5977844002,1428728.4724180559,0.0,23.930467525704092,173.00495229361863,0.0,19.144374020563273,103.80297137617117,0.0,478.6093505140818,1141.832685137883
2030,high,1.0,0.6489724516868591,886.347307840135,201.32524489527088,125.58095984332417,1649.3960810216179,45.0,1888238.4129,1405026.7129131397,0.0,23.929064530808215,177.39618036446268,0.0,19.143251624646574,106.4377082186776,0.0,478.5812906161643,1170.8147904054536
2031,high,1.0,0.6484779924154281,893.6355450943612,202.82604448185037,126.37026923525401,1651.8529441718465,45.3,1895483.5682328,1369337.6591347163,0.0,23.37321273071896,179.4528317511314,0.0,18.69857018457517,107.67169905067884,0.0,467.4642546143793,1184.3886895574672
2032,high,1.0,0.6479835331439971,900.9237823485873,204.32432145289187,127.15822903023182,1654.3041442083656,45.6,1902657.9540192003,1334486.0078381936,0.0,22.818180792483517,181.50614066040836,0.0,18.254544633986814,108.90368439624501,0.0,456.36361584967034,1197.9405283586952
2033,high,1.0,0.6474890738725663,908.2120196028136,205.82007580839553,127.9448392282577,1656.7496811311757,45.9,1909761.5702592002,1300454.7003354772,0.0,22.263968716101886,183.55610709229364,0.0,17.81117497288151,110.13366425537619,0.0,445.27937432203777,1211.470306809138
2034,high,1.0,0.6469946146011353,915.5002568570397,207.31330754836122,128.73009982933155,1659.1895549402766,46.2,1916794.4169528002,1267226.919141214,0.0,21.71057650157406,185.60273104678717,0.0,17.368461201259247,111.3616386280723,0.0,434.2115300314812,1224.9780249087953
2035,high,1.0,0.6465001553297043,922.7884941112659,208.80401667278903,129.51401083345343,1661.6237656356684,46.5,1923756.4941,1234786.0896201078,0.0,21.158004148900037,187.646012523889,0.0,16.92640331912003,112.5876075143334,0.0,423.1600829780008,1238.4636826576675
2036,high,1.0,0.6460056960582733,930.076731365492,210.29220318167893,130.29657224062333,1664.0523132173507,46.8,1930647.8017008002,1203115.8812979292,0.0,20.606251658079824,189.6859515235991,0.0,16.48500132646386,113.81157091415946,0.0,412.1250331615965,1251.9272800557542
2037,high,1.0,0.6455112367868423,937.3649686197182,211.77786707503083,131.0777840508412,1666.4751976853236,47.1,1937468.3397552,1172200.20885546,0.0,20.05531902911342,191.72254804591742,0.0,16.044255223290737,115.03352882755046,0.0,401.1063805822684,1265.368817103055
2038,high,1.0,0.6450167775154114,944.6532058739444,213.26100835284493,131.8576462641071,1668.8924190395874,47.4,1944218.1082632001,1142023.232823733,0.0,19.505206262000822,193.7558020908441,0.0,15.604165009600658,116.25348125450645,0.0,390.10412524001646,1278.788293799571
2039,high,1.0,0.6445223182439804,951.9414431281706,214.74162701512105,132.63615888042105,1671.3039772801421,47.7,1950897.1072248002,1112569.3599981084,0.0,18.95591335674203,195.78571365837902,0.0,15.164730685393625,117.47142819502741,0.0,379.1182671348406,1292.1857101453015
2040,high,1.0,0.6440278589725494,959.2296803823967,216.21972306185924,133.41332189978294,1673.7098724069874,48.0,1957505.3366399999,1083823.2435879265,0.0,18.407440313337048,197.8122827485222,0.0,14.72595225066964,118.68736964911331,0.0,368.14880626674096,1305.5610661402463
2041,high,1.0,0.6440278589725494,978.4753680398719,220.5578887176336,135.92079624580128,1695.948287556197,48.4,1969281.5198672002,1058585.8550657118,0.0,17.93031507610563,202.62757364152796,0.0,14.344252060884504,121.57654418491677,0.0,358.6063015221126,1337.3419860340846
2042,high,1.0,0.6440278589725494,997.7210556973471,224.896054373408,138.42827059181963,1718.186702705407,48.8,1980982.7219168001,1033860.0269463493,0.0,17.453189838874206,207.44286453453378,0.0,13.962551871099365,124.46571872072026,0.0,349.06379677748413,1369.1229059279228
2043,high,1.0,0.6440278589725494,1016.9667433548223,229.23422002918232,140.93574493783794,1740.4251178546167,49.2,1992608.9427888002,1009638.5091583016,0.0,16.976064601642783,212.25815542753955,0.0,13.580851681314227,127.35489325652372,0.0,339.5212920328557,1400.903825821761
2044,high,1.0,0.6440278589725494,1036.2124310122974,233.57238568495669,143.44321928385625,1762.6635330038262,49.6,2004160.1824832,985914.0067918325,0.0,16.498939364411363,217.07344632054532,0.0,13.199151491529092,130.24406779232717,0.0,329.9787872882273,1432.6847457155989
