year,scenario,ramp_factor,ac_penalty,deaths_on_warning_days,gross_avoided_deaths,net_avoided_deaths,life_years_saved,warning_days,cost_total,cost_pv,gross_<15,gross_15-64,gross_65+,net_<15,net_15-64,net_65+,lys_<15,lys_15-64,lys_65+
2031,high,1.0,0.8953732252120972,9.297040825166132,2.3308099999961107,1.4378482333539924,19.301014934776855,19.8,300548.48087880004,217122.61723628137,0.0,0.1968111667816296,2.133998833214481,0.0,0.1574489334253037,1.2803992999286886,0.0,3.9362233356325924,15.364791599144263
2032,high,1.0,0.8953732252120972,9.876027262489552,2.4759645070434035,1.5254995970487777,20.381881591367588,20.6,312808.9165572,219397.8804181826,0.0,0.1996044641136784,2.276360042929725,0.0,0.15968357129094274,1.365816025757835,0.0,3.9920892822735685,16.38979230909402
2033,high,1.0,0.8953732252120972,10.455013699812975,2.6211190140906973,1.6131509607435637,21.462748247958327,21.4,325078.44448520005,221362.60237509472,0.0,0.20239776144572727,2.41872125264497,0.0,0.16191820915658184,1.4512327515869818,0.0,4.047955228914546,17.41479301904378
2034,high,1.0,0.8953732252120972,11.034000137136395,2.7662735211379905,1.7008023244383494,22.543614904549067,22.2,337357.06466280005,223032.7623672803,0.0,0.20519105877777608,2.5610824623602144,0.0,0.16415284702222088,1.5366494774161286,0.0,4.103821175555522,18.439793728993543
2035,high,1.0,0.8953732252120972,11.612986574459816,2.9114280281852833,1.788453688133135,23.6244815611398,23.0,349644.77709,224423.67752007855,0.0,0.20798435610982494,2.7034436720754584,0.0,0.16638748488785995,1.622066203245275,0.0,4.159687122196499,19.4647944389433
2036,high,1.0,0.8953732252120972,12.191973011783237,3.056582535232577,1.876105051827921,24.705348217730542,23.8,361941.5817668,225550.02768610336,0.0,0.21077765344187377,2.8458048817907033,0.0,0.16862212275349903,1.707482929074422,0.0,4.215553068837476,20.489795148893066
2037,high,1.0,0.8953732252120972,12.770959449106657,3.2017370422798703,1.9637564155227067,25.786214874321274,24.6,374247.47869320004,226425.87942532648,0.0,0.2135709507739226,2.988166091505948,0.0,0.1708567606191381,1.7928996549035687,0.0,4.271419015478452,21.514795858842824
2038,high,1.0,0.8953732252120972,13.349945886430078,3.346891549327163,2.051407779217492,26.86708153091201,25.4,386562.46786920005,227064.70913321048,0.0,0.21636424810597144,3.130527301221192,0.0,0.17309139848477717,1.878316380732715,0.0,4.327284962119429,22.539796568792582
2039,high,1.0,0.8953732252120972,13.9289323237535,3.492046056374457,2.139059142912278,27.94794818750275,26.2,398886.54929480003,227479.4253460504,0.0,0.21915754543802027,3.2728885109364367,0.0,0.17532603635041621,1.963733106561862,0.0,4.383150908760405,23.564797278742343
2040,high,1.0,0.8953732252120972,14.50791876107692,3.6372005634217497,2.2267105066070636,29.028814844093482,27.0,411219.72297000006,227682.3902517103,0.0,0.2219508427700691,3.4152497206516808,0.0,0.1775606742160553,2.0491498323910085,0.0,4.439016855401382,24.5897979886921
2041,high,1.0,0.8944652593135833,14.763121223766834,3.697427735034451,2.2625398287980314,29.442803709999144,27.4,417903.5725074,224643.76280116334,0.0,0.22041593888680475,3.477011796147646,0.0,0.1763327511094438,2.0862070776885875,0.0,4.408318777736095,25.034484932263048
2042,high,1.0,0.8935572934150695,15.018323686456746,3.757525146172482,2.298291826544785,29.855892338284825,27.8,424604.6981176,221598.0077870893,0.0,0.2188836942064811,3.5386414519660008,0.0,0.1751069553651849,2.1231848711796,0.0,4.3776738841296226,25.478218454155204
2043,high,1.0,0.8926493275165558,15.27352614914666,3.817492796835843,2.3339664998473255,30.26808072895053,28.2,431323.0998006001,218547.85557608155,0.0,0.21735410872909822,3.600138688106745,0.0,0.1738832869832786,2.160083212864047,0.0,4.347082174581965,25.920998554368566
2044,high,1.0,0.891741361618042,15.528728611836573,3.8773306870245343,2.3695638487056514,30.67936888199624,28.6,438058.7775564001,215495.89117963772,0.0,0.21582718245465607,3.661503504569878,0.0,0.17266174596372486,2.1969021027419267,0.0,4.316543649093122,26.36282523290312
